Control.1	Control.2	Control.3	Colistin.1	Colistin.2	Colistin.3
EAV54_12730	196	116	179	213	249	213
EAV54_12735	963	785	879	573	692	712
EAV54_12740	2458	1831	2309	1485	1671	1707
EAV54_12745	3435	3343	4128	4184	4685	4303
EAV54_12750	3631	3162	3659	12837	15451	14337
EAV54_12755	108	97	102	116	110	123
EAV54_12760	1234	1091	1169	1087	1344	1398
EAV54_12765	3126	2402	2777	2700	3146	3073
EAV54_12770	400	312	452	418	485	494
EAV54_12775	3700	3007	3499	3203	3645	4058
EAV54_12780	4	3	4	0	3	3
EAV54_12785	0	0	0	0	0	0
EAV54_12790	0	0	0	0	0	0
EAV54_12795	0	0	0	0	0	0
EAV54_12800	161	160	238	146	133	136
EAV54_12805	0	0	0	0	0	0
EAV54_12810	24	14	22	10	18	21
EAV54_12815	10	37	21	10	19	16
EAV54_12820	31	24	23	26	31	25
EAV54_12825	3	0	3	3	3	2
EAV54_12830	2	3	4	4	2	8
EAV54_12835	0	0	0	0	0	0
EAV54_12840	0	0	0	0	0	0
EAV54_12845	0	0	0	0	0	0
EAV54_12850	0	0	0	0	0	0
EAV54_12855	0	0	0	0	0	0
EAV54_12860	0	0	0	0	0	0
EAV54_12865	0	0	0	0	0	0
EAV54_12870	0	0	0	0	0	0
EAV54_12875	0	0	0	0	0	0
EAV54_12880	0	0	0	0	0	0
EAV54_12885	0	0	0	0	0	0
EAV54_12890	0	0	0	0	0	0
EAV54_12895	0	0	0	0	0	0
EAV54_12900	0	0	0	0	0	0
EAV54_12905	0	0	0	0	0	0
EAV54_12910	0	0	0	0	0	0
EAV54_12915	0	0	0	0	0	0
EAV54_12920	0	0	0	0	0	0
EAV54_12925	0	0	0	0	0	0
EAV54_12930	0	0	0	0	0	0
EAV54_12935	0	0	0	0	0	0
EAV54_12940	0	0	0	0	0	0
EAV54_12945	0	0	0	0	0	0
EAV54_12950	0	0	0	0	0	0
EAV54_12955	0	0	0	2	0	0
EAV54_12960	0	0	0	0	0	0
EAV54_12965	5	2	2	0	0	0
EAV54_12970	0	0	0	0	0	0
EAV54_12975	0	0	0	0	0	0
EAV54_12980	0	0	0	0	0	0
EAV54_12985	3	7	5	2	12	7
EAV54_12990	0	8	1	0	0	6
EAV54_12995	0	0	0	0	0	0
EAV54_13000	0	0	0	0	0	0
EAV54_13005	6	15	8	2	15	7
EAV54_13010	0	0	0	0	0	0
EAV54_13015	0	0	0	0	0	0
EAV54_13020	0	0	0	0	0	0
EAV54_13025	0	0	0	0	0	0
EAV54_13030	0	0	0	0	0	0
EAV54_13035	3	6	3	4	3	2
EAV54_13040	4	1	3	0	0	0
EAV54_13045	16	6	11	7	5	8
EAV54_13050	0	0	0	0	0	0
EAV54_13055	9	15	18	11	10	12
EAV54_13060	10	14	11	11	4	7
EAV54_13065	11	7	7	4	6	10
EAV54_13070	0	0	0	0	0	0
EAV54_13075	2	2	2	0	1	0
EAV54_13080	0	0	0	0	0	0
EAV54_13085	2708	2509	3101	3204	3459	3608
EAV54_13090	7852	5977	6261	5051	6300	6440
EAV54_13095	0	0	0	0	0	0
EAV54_13100	0	0	0	0	0	0
EAV54_13105	0	0	0	0	1	2
EAV54_13110	0	0	0	1	0	0
EAV54_13115	0	0	0	0	0	0
EAV54_13120	0	0	0	0	0	0
EAV54_13125	0	0	0	0	0	0
EAV54_13130	0	0	0	0	0	0
EAV54_13135	0	0	0	0	0	0
EAV54_13140	0	0	0	0	0	0
EAV54_13145	0	0	0	0	0	0
EAV54_13150	0	0	0	0	0	0
EAV54_13155	0	0	0	0	0	0
EAV54_13160	0	0	0	0	0	0
EAV54_13165	0	0	0	0	0	0
EAV54_13170	0	0	0	0	0	0
EAV54_13175	0	0	0	0	0	0
EAV54_13180	0	0	0	0	0	0
EAV54_13185	0	0	0	0	0	0
EAV54_13190	0	0	0	0	0	0
EAV54_13195	0	0	0	0	0	0
EAV54_13200	0	0	0	0	0	0
EAV54_13205	0	0	0	0	0	0
EAV54_13210	0	0	0	0	0	0
EAV54_13215	0	0	0	0	0	0
EAV54_13220	0	0	0	0	0	0
EAV54_13225	0	0	0	0	0	0
EAV54_13230	0	0	0	0	0	0
EAV54_13235	0	0	0	0	0	0
EAV54_13240	0	0	0	0	0	0
EAV54_13245	0	0	0	0	0	0
EAV54_13250	0	0	0	0	0	0
EAV54_13255	0	0	0	0	0	0
EAV54_13260	0	0	0	0	0	0
EAV54_13265	0	0	0	0	0	0
EAV54_13270	0	0	0	0	0	0
EAV54_13275	0	0	0	0	0	0
EAV54_13280	0	0	0	0	0	0
EAV54_13285	0	0	0	0	0	0
EAV54_13290	0	0	0	0	0	0
EAV54_13295	0	0	0	0	0	0
EAV54_13300	0	0	0	0	0	1
EAV54_13305	0	0	0	0	0	0
EAV54_13310	0	0	0	0	0	0
EAV54_13315	0	0	0	0	0	0
EAV54_13320	0	0	0	0	0	0
EAV54_13325	0	0	0	0	0	0
EAV54_13330	400	355	479	318	289	311
EAV54_13335	77	77	79	153	183	156
EAV54_13340	613	459	661	789	887	869
EAV54_13345	209	129	206	187	142	191
EAV54_13350	249	193	205	180	225	277
EAV54_13355	62	58	66	69	67	72
EAV54_13360	242	279	289	251	229	241
EAV54_13365	411	485	548	498	525	510
EAV54_13370	95	94	128	112	101	95
EAV54_13375	770	783	945	563	702	661
EAV54_13380	258	271	270	275	216	297
EAV54_13385	750	626	833	1598	1619	1661
EAV54_13390	40	46	55	46	74	70
EAV54_13395	62	48	62	56	42	52
EAV54_13400	0	0	0	0	0	0
EAV54_13405	3579	2452	4106	1404	1528	1523
EAV54_13410	0	0	0	0	0	0
EAV54_13415	0	1	0	0	0	0
EAV54_13420	0	0	0	2	0	0
EAV54_13425	0	0	0	0	0	0
EAV54_13430	0	0	0	0	0	0
EAV54_13435	0	0	0	0	0	0
EAV54_13440	0	0	0	0	0	0
EAV54_13445	0	0	0	0	0	0
EAV54_13450	0	0	0	0	0	0
EAV54_13455	0	0	0	0	0	0
EAV54_13460	0	0	0	0	0	0
EAV54_13465	0	0	0	0	0	0
EAV54_13470	2	1	0	0	0	0
EAV54_13475	231	191	235	501	578	663
EAV54_13480	0	0	0	0	0	0
EAV54_13485	1869	1374	1838	1369	1647	1809
EAV54_13490	140	112	189	116	109	139
EAV54_13495	1802	1628	1981	1247	1568	1459
EAV54_13500	1084	798	902	662	706	846
EAV54_13505	1	3	2	0	0	2
EAV54_13510	753	875	995	326	348	344
EAV54_13515	713	673	702	1003	1077	1129
EAV54_13520	578	536	709	536	560	630
EAV54_13525	168	148	163	164	171	181
EAV54_13530	137	151	154	117	129	164
EAV54_13535	998	934	1138	956	1144	1091
EAV54_13540	32407	29966	34300	25592	31222	29377
EAV54_13545	788	641	821	775	949	833
EAV54_13550	322	281	357	276	257	278
EAV54_13555	1809	1453	1642	1241	1331	1388
EAV54_13560	1371	1151	1335	1334	1516	1548
EAV54_13565	2738	2394	2980	3042	3553	3128
EAV54_13570	82	59	86	50	69	58
EAV54_13575	509	365	428	444	527	519
EAV54_13580	46	37	61	51	55	47
EAV54_13585	166	177	174	175	153	194
EAV54_13590	387	267	277	126	169	163
EAV54_13595	106	70	100	77	87	72
EAV54_13600	496	464	663	579	447	428
EAV54_13605	1044	984	1118	1118	1076	1178
EAV54_13610	1552	1284	1778	1115	1298	1362
EAV54_13615	1608	1357	1465	1040	1383	1394
EAV54_13620	1912	1588	1870	1259	1486	1446
EAV54_13625	1022	862	1061	632	686	735
EAV54_13630	4732	4155	5698	3331	3197	3399
EAV54_13635	906	861	1072	750	904	858
EAV54_13640	335	282	297	379	437	389
EAV54_13645	164	119	148	153	120	138
EAV54_13650	34	28	34	23	35	27
EAV54_13655	716	551	780	439	345	421
EAV54_13660	301	262	363	271	293	294
EAV54_13665	54	66	51	70	61	84
EAV54_13670	503	488	420	401	473	487
EAV54_13675	17586	13408	17125	22346	24211	24780
EAV54_13680	343	272	353	315	344	317
EAV54_13685	1468	1164	1365	943	1228	1085
EAV54_13690	10235	10336	14359	27907	27004	27123
EAV54_13695	428	397	468	560	686	659
EAV54_13700	399	334	357	343	425	422
EAV54_13705	540	497	515	564	532	565
EAV54_13710	634	533	656	527	573	680
EAV54_13715	954	854	1055	833	926	952
EAV54_13720	346	266	385	488	494	559
EAV54_13725	1488	1283	1469	1078	1295	1353
EAV54_13730	318	237	341	237	273	285
EAV54_13735	175	116	166	139	174	152
EAV54_13740	335	288	361	319	375	367
EAV54_13745	144	122	144	117	195	142
EAV54_13750	231	217	208	190	233	226
EAV54_13755	317	226	279	314	331	285
EAV54_13760	0	0	0	0	0	0
EAV54_13765	20	32	20	40	31	40
EAV54_13770	114	99	138	115	120	141
EAV54_13775	181	109	147	133	140	171
EAV54_13780	299	244	259	226	176	231
EAV54_13785	59045	61193	89523	30116	27084	28016
EAV54_13790	1685	1418	1771	1912	2300	2014
EAV54_13795	2032	1861	2238	2728	3161	3059
EAV54_13800	942	1052	1314	836	922	822
EAV54_13805	16	20	29	20	26	20
EAV54_13810	2171	1819	2495	3062	3589	3523
EAV54_13815	541	364	557	371	389	454
EAV54_13820	189	183	283	134	124	134
EAV54_13825	2553	2613	3041	2662	3048	2915
EAV54_13830	2135	2054	2296	1964	2385	2228
EAV54_13835	219	216	287	174	135	138
EAV54_13840	1981	1884	2301	1551	1797	1695
EAV54_13845	3351	2921	3552	2900	3211	3289
EAV54_13850	316	237	313	194	190	206
EAV54_13855	763	656	955	536	496	446
EAV54_13860	189	145	231	379	325	482
EAV54_13865	992	879	1163	1293	1650	1642
EAV54_13870	1035	955	1137	1129	1341	1399
EAV54_13875	1303	1134	1379	1069	1187	1433
EAV54_13880	30	35	38	49	47	38
EAV54_13885	4	3	10	9	13	5
EAV54_13890	2665	2247	2600	2680	3403	3030
EAV54_13895	1039	1008	1092	1083	1022	1135
EAV54_13900	636	535	684	477	510	600
EAV54_13905	952	810	933	682	756	821
EAV54_13910	161	146	173	105	142	159
EAV54_13915	477	385	497	379	379	389
EAV54_13920	1681	1862	2218	941	1005	1319
EAV54_13925	1010	848	1090	1386	1557	1551
EAV54_13930	607	552	731	672	709	776
EAV54_13935	254	249	327	213	240	216
EAV54_13940	871	765	850	652	762	798
EAV54_13945	99	90	87	59	44	62
EAV54_13950	1551	930	1646	425	498	442
EAV54_13955	767	449	712	226	258	221
EAV54_13960	747	491	613	1513	1607	1535
EAV54_13965	3150	2940	3538	3211	3712	3086
EAV54_13970	145	143	141	140	144	163
EAV54_13975	1547	1291	1610	1982	2321	2171
EAV54_13980	0	0	0	0	0	0
EAV54_13985	2966	2583	3016	2691	3394	3328
EAV54_13990	68	63	51	77	88	73
EAV54_13995	73	92	51	88	113	119
EAV54_14000	25	28	14	23	41	34
EAV54_14005	15	9	17	14	16	24
EAV54_14010	81	68	76	79	126	135
EAV54_14015	157	136	188	113	101	131
EAV54_14020	35	50	73	31	47	35
EAV54_14025	6367	6886	8031	3130	3497	3326
EAV54_14030	0	0	0	0	0	0
EAV54_14035	142	118	109	165	172	135
EAV54_14040	170	183	229	199	192	195
EAV54_14045	1626	1332	1554	1304	1423	1517
EAV54_14050	345	234	303	185	161	175
EAV54_14055	127	87	126	151	89	131
EAV54_14060	47	47	61	38	38	40
EAV54_14065	69	53	56	95	106	84
EAV54_14070	58	47	52	95	94	82
EAV54_14075	7	17	19	30	50	32
EAV54_14080	34	30	49	40	41	57
EAV54_14085	62	31	46	72	93	77
EAV54_14090	123	120	115	182	217	236
EAV54_14095	67	40	47	65	73	82
EAV54_14100	41	46	24	37	57	66
EAV54_14105	35	23	37	43	48	56
EAV54_14110	29	20	16	43	46	41
EAV54_14115	31	33	36	54	51	64
EAV54_14120	14	17	25	22	44	20
EAV54_14125	24	12	32	49	25	32
EAV54_14130	594	495	754	473	432	529
EAV54_14135	31	30	41	36	36	46
EAV54_14140	163	172	141	99	158	147
EAV54_14145	171	126	128	159	190	174
EAV54_14150	175	116	151	171	197	239
EAV54_14155	603	427	535	648	734	702
EAV54_14160	1407	1280	1566	1725	1829	1773
EAV54_14165	2752	2166	2822	2923	2732	3010
EAV54_14170	158	124	181	181	192	214
EAV54_14175	91	69	106	87	81	84
EAV54_14180	215	186	244	154	158	163
EAV54_14185	1338	1139	1056	389	386	433
EAV54_14190	284	185	256	167	199	176
EAV54_14195	121	83	109	121	105	157
EAV54_14200	1323	1175	1258	1213	1376	1453
EAV54_14205	1893	1497	1691	1460	1472	1965
EAV54_14210	822	702	754	447	520	728
EAV54_14215	1574	1417	1642	920	1156	1554
EAV54_14220	728	560	649	473	501	685
EAV54_14225	2336	1859	2207	1319	1513	1600
EAV54_14230	86	57	71	37	46	73
EAV54_14235	521	397	400	126	147	138
EAV54_14240	409	294	411	144	169	187
EAV54_14245	831	792	978	615	707	704
EAV54_14250	81	44	65	90	73	93
EAV54_14255	96	83	95	94	100	109
EAV54_14260	262	176	234	203	227	265
EAV54_14265	57	49	62	51	56	49
EAV54_14270	29	19	36	23	26	24
EAV54_14275	54	27	71	43	58	56
EAV54_14280	26	6	11	24	12	27
EAV54_14285	0	0	0	0	0	0
EAV54_14290	0	0	0	0	0	0
EAV54_14295	0	0	0	0	0	0
EAV54_14300	0	0	0	1	0	0
EAV54_14305	82631	51510	50727	55940	62449	69912
EAV54_14310	280	207	289	398	426	438
EAV54_14315	312	185	234	386	472	493
EAV54_14320	979	769	783	1526	1868	2008
EAV54_14325	257	183	209	364	544	584
EAV54_14330	1893	1749	1824	1328	1842	1741
EAV54_14335	1042	925	926	807	903	962
EAV54_14340	394	271	401	215	309	282
EAV54_14345	660	667	853	507	547	568
EAV54_14350	287	237	203	342	450	333
EAV54_14355	101	101	134	112	94	134
EAV54_14360	648	581	781	582	713	690
EAV54_14365	1731	1730	2045	1607	1840	1811
EAV54_14370	232	239	295	194	226	240
EAV54_14375	114	86	101	81	74	97
EAV54_14380	124	116	161	113	130	85
EAV54_14385	1345	1023	1327	941	976	1154
EAV54_14390	9421	8238	9904	6326	6666	7011
EAV54_14395	177	172	153	91	121	118
EAV54_14400	1626	1419	1716	897	1189	1190
EAV54_14405	990	871	1043	539	683	704
EAV54_14410	2287	2053	3670	1974	1388	2135
EAV54_14415	1263	1005	1231	680	698	788
EAV54_14420	101	70	83	110	138	159
EAV54_14425	1812	1460	1729	1908	2127	1942
EAV54_14430	7392	6850	8250	7639	8756	8018
EAV54_14435	82	89	103	134	137	107
EAV54_14440	1337	1271	1408	1450	1907	1643
EAV54_14445	23239	21479	26172	41069	44485	42178
EAV54_14450	1217	1187	1444	587	634	691
EAV54_14455	860	838	1045	410	456	461
EAV54_14460	2097	1604	2055	1753	2058	2024
EAV54_14465	8290	7249	9313	9877	10897	10616
EAV54_14470	631	534	675	673	703	703
EAV54_14475	1369	1098	1397	1016	856	1038
EAV54_14480	379	359	500	241	252	297
EAV54_14485	14857	12314	14661	13398	16316	15177
EAV54_14490	1092	934	1140	924	997	1060
EAV54_14495	391	412	470	310	431	397
EAV54_14500	2368	2313	2912	1765	1985	1863
EAV54_14505	378	389	428	312	353	326
EAV54_14510	295	250	314	206	239	238
EAV54_14515	92	91	101	94	112	95
EAV54_14520	30203	30421	36205	33676	38967	41340
EAV54_14525	21581	17348	19420	22596	27752	29850
EAV54_14530	3392	2532	3007	3262	4128	4092
EAV54_14535	9018	6944	7359	8828	10209	11714
EAV54_14540	17843	17145	20636	11605	12416	11566
EAV54_14545	3034	2697	3437	1660	2049	1915
EAV54_14550	100	81	80	52	52	70
EAV54_14555	126	95	136	389	488	458
EAV54_14560	188	142	167	192	170	148
EAV54_14565	6476	5126	6011	4803	5317	5214
EAV54_14570	920	789	1024	819	889	795
EAV54_14575	18	26	11	26	17	28
EAV54_14580	287	258	327	439	435	408
EAV54_14585	223	147	196	235	316	266
EAV54_14590	137	140	208	231	272	285
EAV54_14595	80	55	68	87	113	83
EAV54_14600	255	219	248	210	241	248
EAV54_14605	95	64	93	75	102	86
EAV54_14610	316	257	409	375	337	394
EAV54_14615	108	95	69	94	106	93
EAV54_14620	0	4	0	0	2	2
EAV54_14625	27500	18835	18099	19803	23870	26510
EAV54_14630	727	825	902	614	676	695
EAV54_14635	920	704	896	643	617	731
EAV54_14640	415	348	374	343	346	383
EAV54_14645	1293	1051	1385	1180	1428	1345
EAV54_14650	482	381	480	371	384	444
EAV54_14655	1406	1243	1286	1274	1562	1416
EAV54_14660	4116	3966	4541	6095	6773	6450
EAV54_14665	4182	3816	4471	3130	3558	3602
EAV54_14670	1609	1306	1609	1499	1677	1609
EAV54_14675	2920	2598	3368	3513	4050	3688
EAV54_14680	702	619	648	8964	9538	8973
EAV54_14685	2253	1751	2189	5179	5391	5722
EAV54_14690	34	14	6	67	69	72
EAV54_14695	5	3	4	10	11	15
EAV54_14700	57	49	30	76	114	102
EAV54_14705	96	86	86	147	200	151
EAV54_14710	11641	10147	11743	11476	12946	13686
EAV54_14715	360	280	329	346	346	406
EAV54_14720	2789	2267	2619	3077	3409	3351
EAV54_14725	2050	1685	2014	2244	2306	2310
EAV54_14730	508	470	748	455	378	453
EAV54_14735	552	549	641	528	635	546
EAV54_14740	3524	2730	3040	2344	2555	2574
EAV54_14745	1183	977	1303	994	1121	1049
EAV54_14750	563	434	519	508	541	566
EAV54_14755	41279	39759	56618	25118	23265	23331
EAV54_14760	459	522	561	338	331	325
EAV54_14765	3065	2678	3377	1628	1821	1779
EAV54_14770	5039	4471	5918	2616	2897	3001
EAV54_14775	337	282	370	258	259	327
EAV54_14780	6709	5368	6252	5126	6049	6345
EAV54_14785	3828	2955	3560	2265	2485	2633
EAV54_14790	2764	2632	3538	2890	3336	2709
EAV54_14795	878	735	997	586	645	639
EAV54_14800	515	373	533	376	410	500
EAV54_14805	1212	1095	1172	977	1386	1135
EAV54_14810	325	355	416	276	301	279
EAV54_14815	270	248	328	250	266	243
EAV54_14820	252	186	236	139	176	208
EAV54_14825	323	291	329	167	193	223
EAV54_14830	130	124	162	95	109	128
EAV54_14835	4279	3297	4471	298	224	250
EAV54_14840	39328	33710	39438	1767	2501	2061
EAV54_14845	5097	4329	5041	1515	1939	1764
EAV54_14850	3495	2498	3147	7201	6851	7302
EAV54_14855	1015	886	1182	1046	1139	1101
EAV54_14860	3600	3657	4958	3152	3280	3241
EAV54_14865	2008	1933	2571	2321	2497	2481
EAV54_14870	248	235	309	488	439	448
EAV54_14875	311	271	323	241	244	311
EAV54_14880	399	300	447	299	383	432
EAV54_14885	103	127	124	75	103	113
EAV54_14890	4069	4083	4653	3353	4066	4045
EAV54_14895	1046	1073	1205	779	921	823
EAV54_14900	259	259	314	284	373	335
EAV54_14905	258	222	272	239	250	211
EAV54_14910	1237	928	1526	1234	1536	1415
EAV54_14915	769	551	833	674	648	671
EAV54_14920	2726	2169	2777	2477	2640	2664
EAV54_14925	988	828	958	575	711	716
EAV54_14930	823	612	898	501	584	632
EAV54_14935	1914	1567	1642	1588	1712	1668
EAV54_14940	2324	1673	1987	1369	1507	1633
EAV54_14945	1250	951	1323	988	862	1035
EAV54_14950	201	236	218	280	336	284
EAV54_14955	0	1	1	0	0	3
EAV54_14960	5762	4824	6319	4345	5181	4919
EAV54_14965	28597	25945	36378	17855	17553	18122
EAV54_14970	4535	3977	4616	4286	5104	5135
EAV54_14975	103	61	95	71	60	62
EAV54_14980	207	164	208	207	167	184
EAV54_14985	809	682	884	719	836	840
EAV54_14990	670	575	716	916	1023	987
EAV54_14995	851	764	863	1017	1178	1067
EAV54_15000	197	127	149	170	194	213
EAV54_15005	961	789	958	919	982	1001
EAV54_15010	531	402	482	474	566	493
EAV54_15015	10213	7898	8604	4476	5083	4761
EAV54_15020	4896	4510	6137	2689	2633	2257
EAV54_15025	1360	1081	1119	1015	1336	1181
EAV54_15030	1110	945	1151	1003	1249	1157
EAV54_15035	1847	1718	2124	1361	1626	1577
EAV54_15040	2	1	0	0	1	0
EAV54_15045	1929	2022	2569	1379	1358	1512
EAV54_15050	1869	1859	2390	1084	1238	1254
EAV54_15055	2407	2155	2182	1768	2392	2479
EAV54_15060	3620	3424	3142	3028	3730	3975
EAV54_15065	2785	2346	2164	2150	2921	2899
EAV54_15070	312	308	285	208	262	284
EAV54_15075	914	944	837	724	946	972
EAV54_15080	1977	2015	2064	1876	2367	2365
EAV54_15085	1881	1759	1748	1595	2073	2028
EAV54_15090	7676	7601	7461	6439	8367	8353
EAV54_15095	6455	6122	6211	5745	7866	7561
EAV54_15100	966	872	941	790	1011	993
EAV54_15105	8549	7665	7814	6732	9540	9394
EAV54_15110	2045	1777	1759	1695	2242	2132
EAV54_15115	2783	2647	2545	1946	2851	2843
EAV54_15120	446	414	514	376	321	339
EAV54_15125	1572	1443	2274	1927	1455	1646
EAV54_15130	5756	4989	6160	4076	4704	4625
EAV54_15135	6971	5878	7784	3809	4102	4143
EAV54_15140	40851	34894	40306	23324	29748	29988
EAV54_15145	56	30	55	18	22	29
EAV54_15150	19146	16118	17483	10344	13233	13170
EAV54_15155	9146	7905	7989	2349	3084	2667
EAV54_15160	74	71	76	44	62	61
EAV54_15165	18	9	9	8	14	16
EAV54_15170	0	0	0	0	0	0
EAV54_15175	0	0	0	1	1	0
EAV54_15180	16	9	7	11	9	6
EAV54_15185	1	0	0	0	0	0
EAV54_15190	8	5	10	10	21	14
EAV54_15195	82	75	54	71	55	74
EAV54_15200	2167	1774	2023	2792	3060	3299
EAV54_15205	2700	2687	2892	4252	5507	5793
EAV54_15210	3856	3622	4244	4571	5853	6260
EAV54_15215	87	59	61	48	48	73
EAV54_15220	51	22	47	28	41	34
EAV54_15225	44	41	44	21	42	31
EAV54_15230	410	287	471	337	343	344
EAV54_15235	681	688	846	310	431	445
EAV54_15240	130	88	120	97	108	88
EAV54_15245	401	325	345	293	357	405
EAV54_15250	159	133	109	120	143	164
EAV54_15255	55	49	75	47	58	58
EAV54_15260	17	21	19	27	40	26
EAV54_15265	207	201	272	203	221	196
EAV54_15270	76	60	64	68	82	71
EAV54_15275	79	63	84	72	82	78
EAV54_15280	164	159	181	149	145	154
EAV54_15285	30	29	39	28	41	48
EAV54_15290	799	541	655	489	592	541
EAV54_15295	145	130	128	220	211	210
EAV54_15300	93	68	66	732	868	967
EAV54_15305	701	606	781	702	770	688
EAV54_15310	25	12	13	19	17	15
EAV54_15315	1	3	3	5	1	5
EAV54_15320	240	133	162	201	161	216
EAV54_15325	11	1	2	8	6	5
EAV54_15330	1084	990	1142	857	1130	1124
EAV54_15335	704	596	721	570	726	743
EAV54_15340	83	57	79	75	57	72
EAV54_15345	141	136	121	159	143	149
EAV54_15350	1056	986	1043	1900	2158	1933
EAV54_15355	146	148	179	96	121	104
EAV54_15360	732	610	683	458	597	558
EAV54_15365	3166	2477	2630	1848	1888	2164
EAV54_15370	918	768	1067	774	677	772
EAV54_15375	2139	1800	2193	1402	1471	1623
EAV54_15380	577	538	640	673	661	627
EAV54_15385	1466	1319	1603	1422	1599	1458
EAV54_15390	1328	1175	1429	983	1125	1182
EAV54_15395	519	474	515	403	476	536
EAV54_15400	1137	943	1007	898	1051	1027
EAV54_15405	683	558	717	620	658	743
EAV54_15410	672	641	729	617	776	698
EAV54_15415	978	704	967	729	786	716
EAV54_15420	633	563	749	564	498	577
EAV54_15425	941	885	1263	844	825	930
EAV54_15430	422	352	452	496	470	549
EAV54_15435	325	238	360	369	352	417
EAV54_15440	385	328	431	507	438	469
EAV54_15445	326	284	437	268	277	389
EAV54_15450	299	269	353	351	336	340
EAV54_15455	1295	1317	1437	1204	1444	1443
EAV54_15460	1791	1570	1922	1399	1672	1672
EAV54_15465	549	420	572	525	576	563
EAV54_15470	3078	2676	3075	2841	3419	3272
EAV54_15475	4429	4033	5509	4191	3962	4374
EAV54_15480	19188	16894	24536	14839	14585	13396
EAV54_15485	1182	995	1336	1370	1395	1393
EAV54_15490	1	0	0	0	0	0
EAV54_15495	51	25	41	25	49	26
EAV54_15500	0	1	1	2	0	0
EAV54_15505	4	1	2	7	1	4
EAV54_15510	34	11	20	13	27	22
EAV54_15515	1437	1356	1768	1603	1840	1756
EAV54_15520	1164	934	1231	1161	1325	1306
EAV54_15525	2230	1725	1966	1762	1924	2029
EAV54_15530	1003	868	920	967	1123	1055
EAV54_15535	541	436	515	507	543	514
EAV54_15540	1582	1319	1792	1032	880	1037
EAV54_15545	38	35	42	78	57	67
EAV54_15550	859	728	909	613	796	783
EAV54_15555	1284	1108	1283	1038	1226	1296
EAV54_15560	532	392	597	509	638	605
EAV54_15565	1571	1258	1561	1490	1638	1679
EAV54_15570	2452	2362	2781	2025	2497	2544
EAV54_15575	243	200	294	268	321	319
EAV54_15580	959	938	1040	853	1047	1069
EAV54_15585	408	358	372	228	266	317
EAV54_15590	1146	985	1204	540	652	686
EAV54_15595	1589	1386	1724	1199	1336	1299
EAV54_15600	4137	3543	4112	4694	4326	4779
EAV54_15605	13921	12157	14497	12456	13312	13651
EAV54_15610	1218	832	1135	822	805	849
EAV54_15615	1736	1424	1562	1311	1295	1322
EAV54_15620	942	701	917	1069	1041	1171
EAV54_15625	2369	1976	2280	2097	2438	2228
EAV54_15630	1294	1107	1394	1099	1204	1233
EAV54_15635	1079	1136	1524	881	967	916
EAV54_15640	254	292	308	205	259	236
EAV54_15645	216	204	272	175	181	198
EAV54_15650	1303	929	970	839	1040	1130
EAV54_15655	2068	1414	1534	1174	1355	1667
EAV54_15660	192	161	163	128	204	177
EAV54_15665	57	49	59	54	75	73
EAV54_15670	250	197	270	227	302	255
EAV54_15675	11	23	9	10	10	7
EAV54_15680	2265	1940	2231	1855	2133	2204
EAV54_15685	13250	11232	13905	9093	10857	11059
EAV54_15690	269	225	332	293	294	261
EAV54_15695	2913	2345	3011	2722	2909	3170
EAV54_15700	1406	1163	1383	1350	1339	1390
EAV54_15705	1848	1663	1632	1694	1985	1894
EAV54_15710	1017	987	1000	1061	1366	1271
EAV54_15715	394	360	374	448	498	527
EAV54_15720	143	112	151	127	124	160
EAV54_15725	3262	2698	2998	2692	3377	3559
EAV54_15730	235	222	353	222	205	262
EAV54_15735	536	488	681	577	520	530
EAV54_15740	308	307	406	707	653	704
EAV54_15745	7801	6487	7727	5260	6379	6100
EAV54_15750	2744	2534	3317	2065	2271	2306
EAV54_15755	561	545	576	505	544	569
EAV54_15760	984	860	932	823	958	1003
EAV54_15765	2037	2122	2450	1621	1887	1747
EAV54_15770	226	198	285	749	843	967
EAV54_15775	293	239	257	466	528	561
EAV54_15780	5237	4366	5461	7046	8164	7018
EAV54_15785	40536	35383	43147	42611	43580	50204
EAV54_15790	514	507	651	642	758	759
EAV54_15795	127	126	135	126	169	156
EAV54_15800	23	42	19	32	37	40
EAV54_15805	227	198	223	246	324	321
EAV54_15810	124	121	160	272	285	317
EAV54_15815	100	129	141	242	251	276
EAV54_15820	255	219	269	205	296	253
EAV54_15825	1600	1346	1622	1376	1753	1562
EAV54_15830	3613	3265	3701	7241	8031	7465
EAV54_15835	332	314	326	601	738	620
EAV54_15840	38	34	54	64	80	49
EAV54_15845	715	541	578	615	680	766
EAV54_15850	18080	13698	15758	14334	19149	16957
EAV54_15855	572	544	623	547	528	552
EAV54_15860	1537	1391	1726	1281	1371	1445
EAV54_15865	467	430	503	457	463	449
EAV54_15870	343	324	337	351	400	370
EAV54_15875	0	0	0	0	0	0
EAV54_15880	0	0	0	0	0	0
EAV54_15885	0	0	0	0	0	0
EAV54_15890	4551	3844	5201	3178	3548	3600
EAV54_15895	176	169	223	58	64	79
EAV54_15900	196	146	229	85	56	95
EAV54_15905	50	45	53	29	20	33
EAV54_15910	55	35	52	72	55	63
EAV54_15915	831	850	971	780	847	748
EAV54_15920	4009	3640	4368	3421	4048	4036
EAV54_15925	4313	4253	5148	3842	4226	3960
EAV54_15930	6729	6132	6894	4881	5461	5895
